targa,cliente_id,marca,modello,versione,motore,telaio,data_immatricolazione,data_revisione,note,raw_promek
GL597NZ,68db87b7-8c84-40ce-95bf-194190a22586,CITROËN,Berlingo 2ª serie,Berlingo 1.6 HDi 90 Van 2pti L1,"DV6DTED,9H06",VF77A9HF0FJ773976,2022-12-28,2023-01-03,,"{""marca_orig"": ""CITROËN"", ""modello_orig"": ""Berlingo 2ª serie"", ""versione_orig"": ""Berlingo 1.6 HDi 90 Van 2pti L1""}"
GL768LD,15c5c6ca-8243-4b7f-9a1e-4bb11781b5d5,ALFA ROMEO,Stelvio,Stelvio 2.2 T.diesel 210CV AT8 Q4 Veloce,55284529,ZARPAHDX1P7D65671,2023-02-27,,,"{""marca_orig"": ""ALFA ROMEO"", ""modello_orig"": ""Stelvio"", ""versione_orig"": ""Stelvio 2.2 T.diesel 210CV AT8 Q4 Veloce""}"
GL773CV,975c19c1-d99b-420b-ae30-91846f56c070,AUDI,Q5 2ª serie,Q5 SPB 40 TDI quattro S tronic,"DTPA,DTP",WAUZZZFY3N2130636,2022-09-20,,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""Q5 2ª serie"", ""versione_orig"": ""Q5 SPB 40 TDI quattro S tronic""}"
GL776NR,ee21839c-040e-44c8-b69c-b1836d0807f5,RENAULT,Trafic 4ª serie,Trafic T29 1.6 dCi 125 S&S PL-TN Furgone,"R9MD4,R9M452",VF1FL000562335977,2022-12-28,2023-01-04,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Trafic 4ª serie"", ""versione_orig"": ""Trafic T29 1.6 dCi 125 S&S PL-TN Furgone"", ""altro"": ""L2 H1""}"
GL827HZ,43b6be2a-91e4-4c28-804e-e376a0cde53f,FIAT,500 (2015-->),500 1.0 Hybrid Club,46341162,ZFACF1BJG68339,2022-09-16,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500 (2015-->)"", ""versione_orig"": ""500 1.0 Hybrid Club""}"
GL843SW,43b6be2a-91e4-4c28-804e-e376a0cde53f,LIGIER,,,,L6TCX2E76NE015754,2022-10-20,,,"{""marca_orig"": ""LIGIER"", ""altro"": ""LINK&CO 01*  01PHEV(2021/07 -> 2023/05)""}"
GL857NG,ba67a92f-6ca7-4317-af2b-0c8cc5bd87a4,FIAT,Scudo (2006-2016),,,VXFVBYHVMN7068937,2023-02-02,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Scudo (2006-2016)"", ""altro"": ""FIAT SCUDO 1.5 BlueHdI 120 CVPL-TN BUSINESS""}"
GL920NR,0f74ee1b-af5d-440e-88b6-5d4bbbae480b,,,,,VR3EFBHYBKJ718856,,,,"{""altro"": ""L1H1""}"
GL927BJ,8db15e72-3eb0-477d-8a80-67024f89cc1a,MG,ZS (2021-->),ZS 1.5 VTi-tech Comfort,"G15DDVCT,15S4C",LSJW74U91NZ262830,2022-10-25,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.5 VTi-tech Comfort""}"
GL933XW,daec02ea-3cf1-4ba0-966c-582d52e9c68c,FIAT,500X,500X 1.6 E-Torq 110 CV S-Design Cross,55263842,ZFANF2CAXNP989452,2023-02-28,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500X"", ""versione_orig"": ""500X 1.6 E-Torq 110 CV S-Design Cross"", ""altro"": ""1469CC 96KW IBRIDO SPORT""}"
GL943CG,db15a004-064a-4d1b-ace9-a583af3643da,VOLKSWAGEN,Caddy 5ª serie,Caddy 1.5 TSI 114CV DSG Furgone Business,"DPBC,DPB",WV2ZZZSKXPX037835,2022-12-28,,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Caddy 5ª serie"", ""versione_orig"": ""Caddy 1.5 TSI 114CV DSG Furgone Business""}"
GL946EZ,43b6be2a-91e4-4c28-804e-e376a0cde53f,FORD,Kuga 3ª serie,Kuga 2.5 Full Hybrid 190 CVT AWD ST-Line,BGDC,WF0FXXWPMHNU68846,2022-08-24,,,"{""marca_orig"": ""FORD"", ""modello_orig"": ""Kuga 3ª serie"", ""versione_orig"": ""Kuga 2.5 Full Hybrid 190 CVT AWD ST-Line""}"
GL953BK,a6d0582a-da38-4d85-b417-5551c186abcb,MG,ZS (2021-->),ZS 1.5 VTi-tech Comfort,"G15DDVCT,15S4C",LSJW74U97NZ262959,2022-11-15,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.5 VTi-tech Comfort""}"
GL962CD,f012e9d4-6b3e-4195-a0a1-bcca59521b79,OPEL,Corsa 6ª serie,Corsa 1.5 D 100 CV Edition,"YH01,DV5RCF",VXKUBYHTKP4027977,2023-03-14,,,"{""marca_orig"": ""OPEL"", ""modello_orig"": ""Corsa 6ª serie"", ""versione_orig"": ""Corsa 1.5 D 100 CV Edition""}"
GL999BJ,e764830a-4b5f-419a-b40a-c91249f97f28,MG,ZS (2021-->),ZS 1.5 VTi-tech Comfort,"G15DDVCT,15S4C",LSJW74U98NZ210966,2022-10-28,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.5 VTi-tech Comfort""}"
GM001XE,697b138b-118c-40e9-b9e2-c260c741a8be,MG,ZS (2021-->),ZS 1.5 VTi-tech Comfort,"G15DDVCT,15S4C",LSJW74U92PZ212702,2023-06-29,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.5 VTi-tech Comfort""}"
GM082WL,2fb8ecac-c0cb-42fb-9682-84f191da36d7,VOLKSWAGEN,Golf 8ª serie,Golf 2.0 TDI 150 CV SCR Style,"DTTC,DTT",WVWZZZCD8PW153958,2023-03-01,,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Golf 8ª serie"", ""versione_orig"": ""Golf 2.0 TDI 150 CV SCR Style""}"
GM101XJ,03920d95-ba7f-46aa-b0a7-2d057da157fa,JEEP,Renegade,Renegade 1.4 MultiAir 170 CV 4WD AD.Lim.,55263623,1C4BU0000FPB93880,2023-03-30,2025-01-31,,"{""marca_orig"": ""JEEP"", ""modello_orig"": ""Renegade"", ""versione_orig"": ""Renegade 1.4 MultiAir 170 CV 4WD AD.Lim.""}"
GM112WL,7281de14-4513-45a4-a4d0-da71c8a88436,AUDI,A4 5ª serie,A4 Avant 40 TDI quattro S tronic,"DTPA,DTP",WAUZZZF46PA048809,2023-03-08,,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""A4 5ª serie"", ""versione_orig"": ""A4 Avant 40 TDI quattro S tronic""}"
GM114HF,c1593fce-2f8a-4a7c-a71f-0cb50fe0c6a8,FIAT,Ducato (4ª serie),Ducato 30 2.0 MJT PM-TM Furgone,250A1000,ZFA25000002A30552,2016-02-26,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""Ducato 30 2.0 MJT PM-TM Furgone"", ""altro"": ""MH2""}"
GM185HF,695332b8-cefa-4e06-a892-dd1827f6311f,FORD,Transit Custom 1ª s,Tran.Cust.320 2.0TDCi130A6PC Fur.Tit.,BKFB,WF0YXXTTGYLB68150,2020-02-10,,,"{""marca_orig"": ""FORD"", ""modello_orig"": ""Transit Custom 1ª s"", ""versione_orig"": ""Tran.Cust.320 2.0TDCi130A6PC Fur.Tit.""}"
GM197FG,9c5ca5cb-55ce-403d-a715-b5a9b9c2d829,VOLKSWAGEN,T-Cross,T-Cross 1.0 TSI 110 CV DSG Advanced,"DLAA,DLA",WVGZZZC1ZPY050120,2022-12-21,,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""T-Cross"", ""versione_orig"": ""T-Cross 1.0 TSI 110 CV DSG Advanced""}"
GM221NJ,657919ed-b828-4556-93eb-886a2e5713bb,AUDI,Q2,Q2 30 TDI S tronic,"DTRD,DTR",WAUZZZGA9PA016537,2023-01-30,,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""Q2"", ""versione_orig"": ""Q2 30 TDI S tronic""}"
GM227VR,e4cba0d3-b265-4014-be7d-9a34a5f8478f,TOYOTA,Proace City,Proace City 1.5D 100CV S&S PL 4p.Comfort,YH01,YAREFYHT2GJ028234,2023-03-17,,,"{""marca_orig"": ""TOYOTA"", ""modello_orig"": ""Proace City"", ""versione_orig"": ""Proace City 1.5D 100CV S&S PL 4p.Comfort""}"
GM261HF,ea706371-88dd-4cbf-964c-c1d61ed7cfaa,FORD,Transit 2014,Tran. 310 2.2 155 PM-TM-DC Furg.Entry,CVF5,WF0XXXTTGXGA35026,2016-04-19,2023-03-13,,"{""marca_orig"": ""FORD"", ""modello_orig"": ""Transit 2014"", ""versione_orig"": ""Tran. 310 2.2 155 PM-TM-DC Furg.Entry"", ""altro"": ""LH3""}"
GM262HF,212ca42b-3635-46e4-b169-b5843f2eea9a,FIAT,Ducato (4ª serie),Ducato 33 2.0 MJT PC-TN Furgone,250A1000,ZFA25000002540858,,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""Ducato 33 2.0 MJT PC-TN Furgone"", ""altro"": ""CH1""}"
GM335HF,ea706371-88dd-4cbf-964c-c1d61ed7cfaa,PEUGEOT,Boxer (3ª serie),Boxer 335 BlueHDi 160 PLM-TM Furg.,"AH03,DW10FUC",VF3YD3MGC12K18077,2019-03-20,,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""Boxer (3ª serie)"", ""versione_orig"": ""Boxer 335 BlueHDi 160 PLM-TM Furg."", ""altro"": ""DOPPIA CABINA CON CASSONE""}"
GM415GC,2063b65e-cb01-4c32-a4d8-ff736006b131,MERCEDES-BENZ,GLA          (H247),GLA 200 d Automatic Executive,654920,W1N4N1CB4PJ476772,2023-02-24,,,"{""marca_orig"": ""MERCEDES-BENZ"", ""modello_orig"": ""GLA          (H247)"", ""versione_orig"": ""GLA 200 d Automatic Executive""}"
GM435HF,f616fc8b-66ce-44c6-abc8-88e48cfec776,CITROËN,Jumper (3ª serie),Jumper 33 BlueHDi 130 PM-TM Furgone,"AH03,DW10FUD",VF7YB2MFB12L22600,2019-05-21,,,"{""marca_orig"": ""CITROËN"", ""modello_orig"": ""Jumper (3ª serie)"", ""versione_orig"": ""Jumper 33 BlueHDi 130 PM-TM Furgone""}"
GM460ZK,43c8686f-d266-481f-95b3-057175359cd3,FIAT,Scudo (2021-->),Scudo BlueHDi 145 PL-SL-TN Furg. Bsn,"ENGD047,AH01",VXFVFEHTMN7069500,2023-04-11,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Scudo (2021-->)"", ""versione_orig"": ""Scudo BlueHDi 145 PL-SL-TN Furg. Bsn""}"
GM464CB,1858102b-aba6-427f-ab53-0b87312a4099,FIAT,500X,500X 1.0 T3 120 CV Sport,55282151,ZFANF2B38PP997555,2023-04-28,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500X"", ""versione_orig"": ""500X 1.0 T3 120 CV Sport""}"
GM568LV,7c5ba886-ffa5-4f2d-83cd-1879ae019be0,PORSCHE,Cayenne Coupé,Cayenne Coupé 3.0 V6,DCB,WP1ZZZ9Y0PDA28215,2023-05-03,,,"{""marca_orig"": ""PORSCHE"", ""modello_orig"": ""Cayenne Coupé"", ""versione_orig"": ""Cayenne Coupé 3.0 V6""}"
GM590GT,3e334edc-909f-48e9-b09b-18549c527aa9,MG,MG4,MG4 Comfort 64 KWh,TZ180XS0951,LSJWH4099PN035074,2023-01-24,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""MG4"", ""versione_orig"": ""MG4 Comfort 64 KWh""}"
GM604MK,742623ac-a6e0-411c-8129-fa98f19620e5,CITROËN,C3 3ª serie,C3 PureTech 83 S&S Feel,"HM05,EB2FA",VF7SXHMRVNT663131,2023-01-20,,,"{""marca_orig"": ""CITROËN"", ""modello_orig"": ""C3 3ª serie"", ""versione_orig"": ""C3 PureTech 83 S&S Feel""}"
GM608XC,506f0a13-2e16-4b51-85ea-9e56381aa3a4,MG,ZS (2021-->),ZS 1.5 VTi-tech Comfort,"G15DDVCT,15S4C",LSJW74U93PZ116240,2023-05-26,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.5 VTi-tech Comfort""}"
GM610LN,1ad14924-34d4-490a-aa6e-6f4eda16bb1e,CITROËN,C3 3ª serie,C3 BlueHDi 100 S&S Van Feel,"YH01,DV5RCF",VF7SYYHTUPT516550,2023-02-24,,,"{""marca_orig"": ""CITROËN"", ""modello_orig"": ""C3 3ª serie"", ""versione_orig"": ""C3 BlueHDi 100 S&S Van Feel""}"
GM662FK,7c5ba886-ffa5-4f2d-83cd-1879ae019be0,IVECO,Daily (2014-->),Daily 35C18 BTor 3.0 HPT PM-RG Cab.,F1CGL411BE,ZCFC635C305519295,2023-02-09,,,"{""marca_orig"": ""IVECO"", ""modello_orig"": ""Daily (2014-->)"", ""versione_orig"": ""Daily 35C18 BTor 3.0 HPT PM-RG Cab.""}"
GM686PR,43b6be2a-91e4-4c28-804e-e376a0cde53f,CUPRA,Formentor,Formentor 2.0 TDI 4Drive DSG,"DTTC,DTT",VSSZZZKM7PR038301,2023-01-27,,,"{""marca_orig"": ""CUPRA"", ""modello_orig"": ""Formentor"", ""versione_orig"": ""Formentor 2.0 TDI 4Drive DSG""}"
GM691XB,960440cc-9f74-4e09-b7aa-c1158ee38894,PIAGGIO,Porter 3ª serie,"Porter 1.3 Cass.Rib. lega Eco-P. Ext1,5t",DA471QLR,ZAPNP6B1B0P001209,2023-05-05,,,"{""marca_orig"": ""PIAGGIO"", ""modello_orig"": ""Porter 3ª serie"", ""versione_orig"": ""Porter 1.3 Cass.Rib. lega Eco-P. Ext1,5t""}"
GM711PX,43b6be2a-91e4-4c28-804e-e376a0cde53f,FIAT,500 (2015-->),500 C 1.0 Hybrid Dolcevita,46341162,ZFACF1CJ3NJH28252,2023-01-31,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500 (2015-->)"", ""versione_orig"": ""500 C 1.0 Hybrid Dolcevita""}"
GM768XH,c2da6e81-b0f3-4ce2-a3e4-128137cd589e,FIAT,500 (2015-2024),500 C 1.0 Hybrid Dolcevita,46341162,ZFACF1BJ8PJH85289,2023-06-30,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500 (2015-2024)"", ""versione_orig"": ""500 C 1.0 Hybrid Dolcevita""}"
GM871YD,34aac403-a02b-49df-9758-67b6d79550e9,VOLKSWAGEN,T-Cross,T-Cross 1.0 TSI 110 CV DSG Advanced,"DLAA,DLA",WVGZZZC1ZPY116511,2023-05-23,,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""T-Cross"", ""versione_orig"": ""T-Cross 1.0 TSI 110 CV DSG Advanced""}"
GM940KZ,43b6be2a-91e4-4c28-804e-e376a0cde53f,DS,DS 4 2ª serie,DS 4 BlueHDi 130 aut. Cross Trocadero,"YH01,DV5RC",VR1FCYHZTN1047194,2022-12-16,,,"{""marca_orig"": ""DS"", ""modello_orig"": ""DS 4 2ª serie"", ""versione_orig"": ""DS 4 BlueHDi 130 aut. Cross Trocadero""}"
GM968WS,1998b1d4-df4c-48ef-859c-c663f6296df0,RENAULT,Arkana,Hybrid E-Tech 145 CV Intens,"H4MC6,H4M632",VF1RJL005UC330483,2023-03-28,,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Arkana"", ""versione_orig"": ""Hybrid E-Tech 145 CV Intens""}"
GN012ZH,633a64ca-a5f2-472e-ae03-442de5959732,AUDI,Q2,Q2 30 TDI S tronic,"DTRD,DTR",WAUZZZGA8NA012766,2021-11-26,,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""Q2"", ""versione_orig"": ""Q2 30 TDI S tronic""}"
GN018GG,94905ffb-7212-4956-a480-5c82382bc98a,MG,ZS (2021-->),ZS 1.0T-GDI Luxury,"G10DTSGE,10E4E",LSJW74C95PZ215031,2023-06-14,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.0T-GDI Luxury""}"
GN073PE,b0a0537d-58cf-4ae1-a9ee-42378c1819cf,LANCIA,Ypsilon 3ª serie,Ypsilon 1.0 FireFly 5p.S&S Hybrid Silver,46341162,ZLABLACJ0N5632046,2023-05-10,,,"{""marca_orig"": ""LANCIA"", ""modello_orig"": ""Ypsilon 3ª serie"", ""versione_orig"": ""Ypsilon 1.0 FireFly 5p.S&S Hybrid Silver""}"
GN087SC,43b6be2a-91e4-4c28-804e-e376a0cde53f,AUDI,A4 5ª serie,A4 Avant 35 TDI/163CV S tronic,"DTNA,DTN,DEZE,DEZ",WAUZZZF45PA048767,2023-04-04,,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""A4 5ª serie"", ""versione_orig"": ""A4 Avant 35 TDI/163CV S tronic""}"
GN093EY,eecb1ce7-86b8-48f9-89e1-9760bda3c98a,OPEL,Corsa 6ª serie,Corsa 1.2 Edition,"HM05,EB2FAD",VXKUPHMHDP4035538,2023-03-16,,,"{""marca_orig"": ""OPEL"", ""modello_orig"": ""Corsa 6ª serie"", ""versione_orig"": ""Corsa 1.2 Edition""}"
GN133GF,0b0d2c97-cc4c-497a-a287-1f13e7e2f8e4,MG,ZS (2021-->),ZS 1.5 VTi-tech Comfort,"G15DDVCT,15S4C",LSJW74U96PZ193247,2023-06-08,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.5 VTi-tech Comfort""}"
GN168GG,daf491a9-171a-48e3-af1e-e558a7f959cf,MG,ZS (2021-->),ZS 1.5 VTi-tech Comfort,"G15DDVCT,15S4C",LSJW74U93PZ200610,2023-06-23,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.5 VTi-tech Comfort""}"
GN183GF,fecfe6fd-0baf-46da-9e70-d437cf27f134,MG,ZS (2021-->),,,LSJW74U91PZ113322,2023-05-31,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)""}"
GN293HS,04e58c65-816f-4be5-a607-2f2a813ffb1b,FIAT,Talento (2016-->),Talento 1.6 Ecojet PC-TN Furg. 10q,"R9M415,R9M",ZFAFFL005K5095307,2019-04-12,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Talento (2016-->)"", ""versione_orig"": ""Talento 1.6 Ecojet PC-TN Furg. 10q"", ""altro"": ""PC-TN""}"
GN305YY,63b2edf7-8da4-43a0-8f70-65208f70b23e,FORD,Transit 2014,Tran.330 2.0 130 PC RWD Cab.Entry,YMR6,WF0AXXTTRAPK64921,2023-07-31,,,"{""marca_orig"": ""FORD"", ""modello_orig"": ""Transit 2014"", ""versione_orig"": ""Tran.330 2.0 130 PC RWD Cab.Entry""}"
GN306MA,1998b1d4-df4c-48ef-859c-c663f6296df0,RENAULT,Austral,Mild Hybrid 160 Auto Techno,"H5HE4,H5H498",VF1RHN00168877702,2023-06-27,,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Austral"", ""versione_orig"": ""Mild Hybrid 160 Auto Techno""}"
GN320ZS,7632e7b1-6646-41e5-8ea3-f66c790a8f8e,LANCIA,Ypsilon 3ª serie,Ypsilon 1.0 FireFly 5p.S&S Hybrid Silver,46341162,ZLABLACJ0P5640442,2023-05-31,,,"{""marca_orig"": ""LANCIA"", ""modello_orig"": ""Ypsilon 3ª serie"", ""versione_orig"": ""Ypsilon 1.0 FireFly 5p.S&S Hybrid Silver""}"
GN343HS,f248cfff-33e7-47a9-875e-2a37c34b8f68,FIAT,Ducato (4ª serie),Ducato 35 2.3MJT 130 PM Cab. Maxi HD,F1AGL4117,ZFA25000002E45957,2017-08-02,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""Ducato 35 2.3MJT 130 PM Cab. Maxi HD"", ""altro"": ""RIBALTABILE""}"
GN360HS,e600a002-98f9-450f-bcc8-ceea783dfaee,CITROËN,Jumpy (4ª serie),Jumpy BlueHDi 120 PL Furg.M Comf.,"DW10FE,AH01",VF7VFAHKKKZ055233,2019-06-11,2023-06-09,,"{""marca_orig"": ""CITROËN"", ""modello_orig"": ""Jumpy (4ª serie)"", ""versione_orig"": ""Jumpy BlueHDi 120 PL Furg.M Comf."", ""altro"": ""PM 120CV CLUB""}"
GN373HS,eebfa98d-a2de-484f-8e61-6f605908c092,OPEL,Combo 4ª serie,Combo 1.3 CDTI PC-TN Van 1000kg,"A13FD,263A2000",WOL6ZXC1AC9510343,2013-07-25,2023-06-16,,"{""marca_orig"": ""OPEL"", ""modello_orig"": ""Combo 4ª serie"", ""versione_orig"": ""Combo 1.3 CDTI PC-TN Van 1000kg"", ""altro"": ""LH1""}"
GN399HS,2b888c46-1a57-4838-96e1-133bc8decde0,RENAULT,Trafic 4ª serie,Trafic T27 1.6dCi 125 PC-TN-DC Furg. Ice,"R9MD4,R9M452",VF1FL000662494703,2019-02-14,2023-06-16,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Trafic 4ª serie"", ""versione_orig"": ""Trafic T27 1.6dCi 125 PC-TN-DC Furg. Ice"", ""altro"": ""L1H1""}"
GN428HR,0d1df862-70ad-4a2d-8b46-f7b98cb00656,FORD,Transit Custom 1ª s,Tran.Cust. 300 2.0 TDCi 130 PL Fur.Entry,YMF6,WF0YXXTTGYJR53557,2018-12-13,2023-05-19,,"{""marca_orig"": ""FORD"", ""modello_orig"": ""Transit Custom 1ª s"", ""versione_orig"": ""Tran.Cust. 300 2.0 TDCi 130 PL Fur.Entry""}"
GN453HM,508f0e13-d87e-4ef6-82ad-e5fe54f90c4c,IVECO,Daily (2011-2014),Daily 35C17LV BTor 3.0 HPT PL-TM-RG Furg,"F1CE3481K,F1CE3481C",ZCFC65C0005852073,2011-01-01,2023-04-27,,"{""marca_orig"": ""IVECO"", ""modello_orig"": ""Daily (2011-2014)"", ""versione_orig"": ""Daily 35C17LV BTor 3.0 HPT PL-TM-RG Furg""}"
GN454HR,bed378f3-68ac-4810-9191-011d60a11341,RENAULT,Trafic 4ª serie,Trafic T29 1.6dCi 120 PL-TN Furgone Ice,"R9MH4,R9M413",VF1FL000963596233,2019-08-19,,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Trafic 4ª serie"", ""versione_orig"": ""Trafic T29 1.6dCi 120 PL-TN Furgone Ice""}"
GN471CA,1ddd4a3a-efa5-40fe-b0b0-3b6669cdbe11,AUDI,Q5 2ª serie,Q5 SPB 40 TDI quattro S tr. Busin. Adv.,"DTPA,DTP",WAUZZZFY1N2095160,2022-06-24,,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""Q5 2ª serie"", ""versione_orig"": ""Q5 SPB 40 TDI quattro S tr. Busin. Adv.""}"
GN478HR,2be9e45e-e631-4320-9bcb-a2c636c370a8,RENAULT,Trafic 4ª serie,Trafic T29 1.6 dCi 120 S&S PL-TN Furgone,"R9MD4,R9M450",VF1FL000159373759,2018-03-13,2023-05-25,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Trafic 4ª serie"", ""versione_orig"": ""Trafic T29 1.6 dCi 120 S&S PL-TN Furgone"", ""altro"": ""6 POSTI L2H1""}"
GN500HR,7c223c60-8438-41cf-98dd-3287a53075d2,RENAULT,Trafic 4ª serie,Trafic T27 1.6dCi 95 PC-TN Furgone Ice,"R9MH4,R9M413",VF1FL000X63203582,2019-05-20,2023-05-26,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Trafic 4ª serie"", ""versione_orig"": ""Trafic T27 1.6dCi 95 PC-TN Furgone Ice"", ""altro"": ""L1H1""}"
GN515AF,f248cfff-33e7-47a9-875e-2a37c34b8f68,TOYOTA,Yaris 4ª serie,Yaris 1.6 Turbo 3p. GR Yaris Circuit,"G16EGTS,G16E",JTDAF4E320A020578,2023-05-08,,,"{""marca_orig"": ""TOYOTA"", ""modello_orig"": ""Yaris 4ª serie"", ""versione_orig"": ""Yaris 1.6 Turbo 3p. GR Yaris Circuit""}"
GN546KG,6d1e1d66-0f1c-40d6-9ab0-cb93c3d8ce4b,PIAGGIO,Porter NP6,Porter NP6 1.5 PC SR LPG C.Rib.Std Pro,M15KRP,ZAPNP6B1A0P004645,2023-04-27,,,"{""marca_orig"": ""PIAGGIO"", ""modello_orig"": ""Porter NP6"", ""versione_orig"": ""Porter NP6 1.5 PC SR LPG C.Rib.Std Pro""}"
GN583GD,2ba716e1-18c6-496e-843b-eb34efabbe1b,MG,ZS (2021-->),ZS 1.5 VTi-tech Comfort,"G15DDVCT,15S4C",LSJW74U95PZ152818,2023-04-27,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.5 VTi-tech Comfort""}"
GN586GD,764c3208-9ef8-4a2b-9f20-396c86042319,MG,ZS (2021-->),ZS 1.0T-GDI aut. Luxury,"G10DTSGE,10E4E",LSJW74C92PZ133130,2023-04-27,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.0T-GDI aut. Luxury""}"
GN634LA,d2e955da-9c63-41bf-8a66-082ad0f4c8ff,AUDI,Q2,Q2 35 TFSI,"DPCA,DPC",WAUZZZGA2PA034975,2023-04-04,,,"{""marca_orig"": ""AUDI"", ""modello_orig"": ""Q2"", ""versione_orig"": ""Q2 35 TFSI""}"
GN694GZ,43b6be2a-91e4-4c28-804e-e376a0cde53f,NISSAN,Qashqai 3ª serie,Qashqai MHEV 158 CV Xtronic Acenta,"HR13DDT,HR13",SJNTAAJ12U1224779,2023-03-10,,,"{""marca_orig"": ""NISSAN"", ""modello_orig"": ""Qashqai 3ª serie"", ""versione_orig"": ""Qashqai MHEV 158 CV Xtronic Acenta""}"
GN734FW,8227ff80-158b-431b-8473-3b359c6cdb2c,VOLKSWAGEN,Touran 3ª serie,Touran 2.0 TDI 150 CV DSG Business BMT,"DFEA,DFE",WVGZZZ1T4PW006476,2023-03-29,,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Touran 3ª serie"", ""versione_orig"": ""Touran 2.0 TDI 150 CV DSG Business BMT""}"
GN766SE,43b6be2a-91e4-4c28-804e-e376a0cde53f,PEUGEOT,3008 2ª serie,3008 BlueHDi 130 S&S EAT8 Active Pack,"YH01,DV5RC",VF3MCYHZUPS063871,2023-04-12,,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""3008 2ª serie"", ""versione_orig"": ""3008 BlueHDi 130 S&S EAT8 Active Pack""}"
GN804HS,c5d89f34-afd2-4071-8a23-cf866d2590cb,RENAULT,Trafic 4ª serie,Trafic T29 1.6 dCi 115 PC-TN Furgone,"R9MD4,R9MA4,R9M408",VF1FL000562878584,2019-04-16,,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Trafic 4ª serie"", ""versione_orig"": ""Trafic T29 1.6 dCi 115 PC-TN Furgone"", ""altro"": ""l1h1 1.6 dCI 120CV""}"
GN851LS,d7ac5f06-f10f-4cbf-b492-021b765564b2,TOYOTA,Proace City,Proace City 1.5D 100CV S&S PL 4p.Comfort,YH01,YAREFYHT2GJ028226,2023-03-30,,,"{""marca_orig"": ""TOYOTA"", ""modello_orig"": ""Proace City"", ""versione_orig"": ""Proace City 1.5D 100CV S&S PL 4p.Comfort""}"
